Cluster,Count,Avg Years in Top 100,Avg Peak Rank,Avg Peak Decade,Avg Longest Run,% Recent Presence,% Early Presence,% Ever Top 10
0,36,10.833333333333334,7.166666666666667,4.861111111111111,10.833333333333334,52.77777777777778,100.0,77.77777777777779
1,161,3.0683229813664594,56.36024844720497,7.385093167701863,2.9627329192546585,37.88819875776397,0.6211180124223602,0.0
2,109,5.036697247706422,11.715596330275229,4.6422018348623855,5.027522935779817,17.431192660550458,46.788990825688074,45.87155963302752
3,103,2.8349514563106797,25.281553398058254,10.669902912621358,2.8058252427184467,89.32038834951457,0.0,18.446601941747574
4,60,6.466666666666667,20.933333333333334,6.466666666666667,4.4,95.0,100.0,41.66666666666667
5,86,4.058139534883721,52.73255813953488,1.372093023255814,3.988372093023256,1.1627906976744187,100.0,0.0
