name,gender,cluster,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Tadhg,Boy,0,4,11,10,15,15,13,11,12,15,17,21,26,15,12,15,20,23,18,14,29,27,32,41,56,67,90,62,93,100
London,Boy,3,0,0,0,0,0,0,0,0,3,0,0,0,3,6,6,5,13,5,7,5,4,7,5,7,8,7,3,5,4
Barkley,Boy,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,22,22,10,13,6,0,6,0,5,3,0
Kaladin,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
Twin,Boy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oakley-Rae,Boy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4
Mytchel,Boy,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kobi-John,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Melad,Boy,2,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adhav,Boy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Luke,Boy,1,5664,5147,4934,4982,4870,4610,4342,3958,3647,3771,3475,3125,2582,2220,2090,1830,1557,1415,1322,1095,1056,868,677,632,544,496,505,446,387
Jiawei,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maier,Boy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Mouhammed,Boy,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shane,Boy,0,846,776,568,427,430,358,319,317,329,283,238,255,237,193,166,159,118,113,90,76,82,53,58,55,31,43,35,44,37
Vicenzo,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mikolaj,Boy,0,0,0,0,0,0,0,0,5,4,5,29,54,79,78,133,100,103,85,92,129,146,113,94,85,75,67,48,41,27
Erman,Boy,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Cagdas,Boy,2,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arda,Boy,1,3,3,0,0,7,0,7,12,20,65,94,58,72,55,50,22,18,17,21,20,18,16,12,9,16,7,17,15,14
Gezim,Boy,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harpreet,Boy,2,13,13,11,8,9,6,7,12,6,10,8,3,8,3,4,4,3,4,0,4,0,0,0,0,0,0,0,4,0
Rielly,Boy,2,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,9,6,4,0,0,0,0,0,0,0,0,0,0,0
Partha,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rabaab,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6
Tanweer,Boy,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jenkin,Boy,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyree,Boy,4,0,3,4,6,6,10,6,13,10,7,8,9,12,5,13,10,8,3,3,5,5,0,0,0,0,0,5,0,3
Belal,Boy,1,4,7,5,3,4,4,3,7,8,4,6,3,7,6,8,6,4,4,0,3,6,4,3,4,5,3,5,0,4
Yacob,Boy,2,0,0,0,0,0,4,0,3,0,3,4,4,6,7,0,0,7,8,5,0,5,6,5,7,0,6,4,7,4
Jawwad,Boy,0,4,3,0,3,0,5,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nazrawi,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Iosif,Boy,1,0,0,0,0,0,0,0,0,0,0,0,6,6,9,8,10,10,6,31,19,33,32,26,43,49,44,38,27,29
Ianis-Andrei,Boy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Samarvir,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,3,0,0,0,0,0,0
Solomon,Boy,2,60,68,92,141,129,126,104,132,134,142,150,132,128,153,149,140,141,122,142,158,126,135,130,130,109,117,104,90,94
Bruno,Boy,3,16,17,22,17,39,19,34,38,46,49,73,67,79,56,48,61,83,80,91,109,102,104,117,113,102,98,90,84,81
Hridaya,Boy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5
Cathan,Boy,2,0,0,5,0,3,5,0,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baffour,Boy,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Saarim,Boy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,6,4,3,0,3,3,3,3,0
Manu,Boy,0,4,0,0,0,3,5,3,3,3,7,4,8,3,5,4,0,0,0,6,3,3,3,3,0,6,6,5,3,0
Yasser,Boy,3,11,16,5,14,11,9,14,8,14,11,16,18,14,17,16,16,15,10,12,11,11,17,17,12,8,20,9,11,20
Fenris,Boy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,7
Reggie-James,Boy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,9,9,6,8,12,8,5,12
Eifion,Boy,4,3,5,0,0,4,0,0,0,3,0,0,4,3,8,4,0,0,0,5,5,7,0,6,4,4,3,3,3,3
Faiz,Boy,3,9,11,12,11,14,13,14,11,20,23,15,20,7,17,18,10,18,15,10,16,6,7,13,9,11,11,14,14,15
Zaland,Boy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Opemipo,Boy,1,0,0,3,0,0,0,0,0,0,4,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abhimanyu,Boy,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,0,5,4,0,4,3,5,7,6,3
Owi,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,9,7,6,5,11,10,9
Jaxon-Paul,Boy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0
Eyad,Boy,3,0,3,0,0,0,0,3,0,0,3,0,6,3,12,9,20,9,10,17,20,24,27,22,32,43,36,41,37,36
Marc,Boy,1,202,201,197,160,145,99,127,113,94,64,56,73,60,59,70,57,58,39,35,32,43,34,38,23,22,28,29,13,29
Yoosuf,Boy,1,0,0,0,0,3,0,0,3,0,3,0,0,3,0,4,3,0,0,0,4,0,0,0,0,4,0,0,0,0
Feodor,Boy,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Las,Boy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,3,6,0,0,5,3,0,0,0,0,0,0
Hunter-Jax,Boy,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0
Eloy,Boy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,0,4,5,0,0,3,0,4
Zacariah,Boy,3,0,0,0,0,0,3,0,4,3,0,4,3,4,4,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Gawain,Boy,2,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pravan,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Shamrez,Boy,3,0,5,5,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethan,Boy,0,604,1037,1565,1772,2392,3195,3523,3924,3864,3528,3400,3544,3451,3729,4166,4581,4221,3572,3061,2940,2722,2323,2106,1770,1454,1398,1268,1198,1086
Slade,Boy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0
Azraq,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Parish,Boy,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dagmawi,Boy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0
Kristian,Boy,2,202,199,163,127,105,118,108,109,135,124,125,141,130,106,81,66,91,61,73,76,74,65,72,44,46,41,42,34,30
Yaman,Boy,1,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,0,0,7,5,4,6,10,3,9,11,12,15,20
Zohib,Boy,3,0,3,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rawry,Boy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
Mannan,Boy,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,0,3,0,3,0
Leonell,Boy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Elchonon,Boy,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,3,0,0,0,4,5,3,0,6
Atreus,Boy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,10,16,25,29,35
Musab,Boy,1,3,3,0,6,10,8,10,9,10,18,20,17,24,34,27,37,24,29,34,25,22,39,18,28,39,18,42,27,34
Yamaan,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Rares-Stefan,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3
Efetobore,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Hope,Boy,2,0,0,0,0,0,0,3,0,4,0,3,0,9,0,0,0,0,0,3,3,0,4,0,0,4,0,0,5,0
Harveylee,Boy,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgian,Boy,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
Marin,Boy,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,4,4,0,3,6,0,6,5,8,9,6,5,6,9
Mohiuddin,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Albin,Boy,4,0,0,0,3,6,9,4,3,5,8,9,9,9,0,0,5,0,0,3,0,0,4,5,5,8,0,0,3,0
Reef,Boy,0,3,9,10,22,14,16,11,11,21,16,16,22,15,11,16,10,7,12,16,11,12,13,16,16,7,14,9,12,10
Sujay,Boy,3,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Crown,Boy,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Regan,Boy,1,136,148,228,233,182,156,171,184,176,144,174,159,161,176,172,126,128,105,75,102,111,87,89,87,73,48,61,42,33
Tawqeer,Boy,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Archie-Ray,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,7,10,10,13,6,3,4,0
Jerimiah,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
Arthur,Boy,3,129,143,162,193,161,193,191,233,303,375,454,402,608,712,786,961,1310,1559,1649,1966,2270,2795,3644,4211,4052,3766,3603,3387,3368
Arseniy,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,0,0,0,0,0,0,0,0
Pj,Boy,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Javaid,Boy,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richmond,Boy,0,3,4,4,0,0,3,0,5,7,8,7,5,6,5,6,7,0,4,3,4,3,0,5,0,7,0,7,4,5
Patricio,Boy,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Mazn,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3
Geoff,Boy,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Jahnai,Boy,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Koden,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0
Jhangir,Boy,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chaz,Boy,2,4,4,4,0,4,6,3,8,4,0,3,0,3,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Humphry,Boy,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Swayam,Boy,1,0,0,0,0,0,0,0,0,0,0,5,4,0,0,3,0,4,4,0,3,0,0,0,0,0,0,0,0,0
Morne,Boy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finley-Thomas,Boy,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Raphy,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
Ken,Boy,1,6,9,7,11,7,11,9,9,9,12,5,8,9,5,9,6,8,3,3,13,0,3,3,0,4,3,4,5,0
Chang,Boy,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Amad,Boy,3,3,0,0,0,3,3,3,3,6,3,5,0,0,3,0,3,3,0,5,4,3,8,0,0,0,4,7,5,8
Tareq,Boy,2,0,5,0,0,0,5,6,4,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Osaretin,Boy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calum,Boy,1,614,554,483,409,273,240,254,252,225,447,575,371,269,199,163,115,74,69,47,93,53,48,27,25,22,11,12,13,15
Muhammet,Boy,0,0,4,0,0,0,0,0,0,0,3,0,5,6,0,5,0,5,0,4,5,3,0,0,0,0,0,0,0,0
Eeren,Boy,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Tyus,Boy,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Ezequiel,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,7,3,0,7,3,0,7,7
Neitonas,Boy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0
Khadim,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,5
Khurram,Boy,3,3,8,3,14,4,5,4,0,0,0,4,0,3,0,0,0,0,3,0,0,0,0,0,0,3,4,0,0,0
Ariaan,Boy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Heron,Boy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Mithran,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,8,4,0,0,8,7,5
Abu-Bakr,Boy,2,3,6,6,3,5,8,12,11,12,11,10,7,8,11,9,12,16,20,21,20,27,18,25,19,15,9,20,20,10
Mizanur,Boy,1,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Midhun,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Vir,Boy,0,0,0,0,0,0,0,0,0,0,4,4,3,3,8,0,6,4,3,4,3,10,3,3,3,0,4,6,7,0
Jackson-Jay,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Jaxtyn,Boy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Mishary,Boy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Aryaan,Boy,0,0,0,0,3,0,0,9,8,8,7,20,20,17,20,22,23,17,16,31,23,25,31,21,17,29,28,21,30,28
Arfath,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zunair,Boy,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,3,4
Bowen,Boy,1,0,0,4,3,6,3,3,5,3,0,5,5,7,7,19,10,21,20,19,22,16,24,34,47,33,40,63,81,126
Samraat,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0
Vihas,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0
Jean-Baptiste,Boy,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Opeyemi,Boy,3,0,3,5,5,0,3,0,0,4,0,3,3,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desire,Boy,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,3,0,0,0,7,0,4,0,0,0,4,0,3
Isaa,Boy,4,0,0,0,0,0,0,3,0,3,0,4,3,5,3,5,8,8,0,4,0,3,0,0,3,5,0,3,0,0
Soheb,Boy,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saiem,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luhaidan,Boy,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Haddon,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Filipp,Boy,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oluwamayokun,Boy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Deo,Boy,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0
Oliver-Joseph,Boy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Riise,Boy,3,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Umang,Boy,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carter,Boy,1,20,40,35,42,47,75,106,91,94,117,142,174,168,228,188,274,461,463,530,689,839,1025,1030,1001,940,825,738,603,520
Keeghan,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Enri,Boy,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0
Yifan,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Alisina,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Hayan,Boy,3,0,0,0,0,0,0,0,0,0,3,6,0,4,3,0,0,0,3,0,0,3,0,0,0,0,3,6,5,4
Mihaan,Boy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4
Oakley-Lee,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Ethan-John,Boy,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Eymen,Boy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,10,8,14,14,18,11,14,14,9,11,15
Haadi,Boy,0,0,0,0,0,0,0,0,6,3,6,5,12,10,10,11,7,11,12,9,21,17,24,24,19,27,35,41,27,28
Kaj,Boy,2,4,0,3,3,3,0,0,4,3,3,3,0,3,0,0,0,0,4,3,0,0,0,0,3,3,3,0,0,0
Shabaaz,Boy,3,4,6,4,0,3,4,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Callon,Boy,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ebubechukwu,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,4,8,4,5,6,0,3,3,3,3,0,5,8,12
Safiullah,Boy,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,5,0,0,3,5,3,0,0,0,0,4
Romel,Boy,1,3,5,0,3,0,0,0,3,3,0,4,0,5,3,3,0,3,0,0,3,5,3,3,3,0,0,0,4,0
Gavinder,Boy,2,3,9,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Precious,Boy,2,0,0,0,0,0,0,0,0,0,8,0,3,4,0,3,0,0,4,3,0,3,0,0,0,0,0,0,3,0
Xheison,Boy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Muhammad-Sulaiman,Boy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Nolawi,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,4,7,11
Adam,Boy,2,4538,4202,3811,3931,3777,3866,3527,3404,2938,2869,2674,2449,2313,2199,2088,2062,1907,1761,1790,1903,1815,1788,1672,1618,1476,1367,1374,1326,1410
Easher,Boy,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Klavs,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Nachmen,Boy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Kias,Boy,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0
Lucah,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,5,4,3,3,4,3,6,3,9,3,7
Barsam,Boy,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0
Dilip,Boy,2,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rion,Boy,1,0,0,0,6,3,4,9,7,13,6,5,11,6,11,18,20,17,16,7,14,21,13,13,13,24,17,25,25,34
Macsen,Boy,1,5,3,3,5,7,13,12,5,8,13,10,10,24,23,31,32,45,32,61,49,66,71,83,86,64,84,103,108,104
Sakaria,Boy,1,0,0,0,0,3,4,0,4,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madog,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Brendan,Boy,3,192,216,216,196,214,177,173,149,130,114,122,125,88,107,87,78,80,58,52,44,32,28,30,21,15,16,19,14,19
Leeroy,Boy,3,0,0,3,3,3,4,0,4,7,6,4,5,7,7,3,6,5,5,11,8,5,3,3,7,4,0,3,0,0
Afaaq,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Rereloluwa,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,3,4,0
Shivin,Boy,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4
Ludovic,Boy,1,3,5,8,6,3,10,6,7,10,9,6,11,4,7,7,8,5,4,13,7,5,5,7,9,9,8,4,6,0
Taig,Boy,1,0,0,4,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yoav,Boy,2,0,0,0,3,0,0,0,0,3,0,0,3,0,0,3,5,0,0,6,0,0,0,0,0,0,0,0,0,0
Aleksandr,Boy,1,0,0,0,0,0,0,0,5,8,5,11,6,11,10,14,12,24,25,22,23,14,10,13,7,8,14,5,12,8
Xylo,Boy,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
Oluwatomisin,Boy,1,0,4,0,4,0,5,0,3,0,6,5,0,9,3,4,5,7,3,4,4,0,4,0,0,0,0,0,0,5
