name,gender,cluster,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Wade,Girl,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanika,Girl,0,11,12,14,17,13,9,9,11,7,15,8,6,6,0,3,5,3,0,0,0,0,0,0,0,0,0,3,0,0
Alia-Rose,Girl,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Mahak,Girl,1,0,0,3,0,0,0,0,0,4,6,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dempsey,Girl,4,6,8,0,4,5,0,7,3,0,4,5,3,5,5,0,0,5,6,3,0,0,6,0,5,3,0,0,5,3
Jorgia,Girl,1,3,9,13,11,7,4,9,6,5,4,6,0,0,4,6,4,13,11,9,12,14,12,7,12,6,4,6,0,7
Linzi,Girl,2,22,13,11,6,8,6,5,8,4,0,4,0,3,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Lady,Girl,0,3,6,8,3,4,5,0,7,7,5,4,4,0,5,5,0,3,10,3,4,6,0,3,4,0,0,0,3,5
Sarwa,Girl,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Divjot,Girl,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,4
Remington,Girl,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
Coren,Girl,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neneh,Girl,1,9,4,0,3,0,0,3,7,4,0,0,0,0,3,4,0,0,3,4,0,0,4,0,3,0,3,0,0,0
Mahlia,Girl,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,0,4,0,5,0,5,0,3,5,7,6
Jaslyn,Girl,1,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0
Kayla-Grace,Girl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Imarni,Girl,3,4,0,6,0,0,9,5,6,0,6,4,5,10,9,5,11,4,7,7,0,8,0,3,8,3,6,4,0,0
Csilla,Girl,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Milagros,Girl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,3,0,0,0,0
Spencer,Girl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,8,11,11,6,5,7,7,6
Rokaya,Girl,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poppy-Jane,Girl,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,4,0,0,0,4,4,4,0,0,0,3,0,0
Kayara,Girl,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Shila,Girl,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cici,Girl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,8,11,13,14,14,18,17,14,13,11,9
Griva,Girl,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
Angel-Grace,Girl,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,5,0,0,0,0,0
Irsah,Girl,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lulya,Girl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0
Vivi,Girl,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,0,0,4,0,0,4,0,3,6,5,0
Jay,Girl,1,33,23,34,24,23,20,20,14,7,11,3,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Muna,Girl,2,23,19,32,27,32,31,33,37,31,48,26,31,29,28,21,21,18,17,9,18,17,17,12,9,9,4,6,4,11
Jemila,Girl,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aafia,Girl,2,0,0,0,0,0,0,0,0,0,3,0,3,5,0,9,10,10,6,5,10,6,6,7,5,8,5,5,11,16
Kayra,Girl,2,0,0,0,0,0,0,3,0,3,0,6,7,5,11,18,10,7,7,10,5,11,8,12,12,9,17,15,27,19
Charlie-May,Girl,4,0,0,0,0,0,0,0,0,3,0,3,4,6,4,3,0,6,4,5,0,0,0,0,0,0,0,0,0,0
Munira,Girl,3,3,4,11,13,19,16,15,14,12,15,22,27,15,25,23,26,15,17,20,17,18,14,12,11,12,9,8,10,10
Leja,Girl,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,26,22,41,37,41,43,31,54,48,35,21,20,17,14
Tiami,Girl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Munirat,Girl,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Uyioghosa,Girl,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Sarlote,Girl,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0
Mattia,Girl,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elyssia,Girl,1,5,7,6,0,6,3,3,0,9,3,3,6,10,8,11,11,17,11,14,9,11,17,9,12,3,7,10,6,6
Sakeena,Girl,0,0,3,0,6,3,0,4,5,4,6,9,4,11,7,6,9,9,12,11,8,6,0,8,7,4,10,4,4,13
Aditri,Girl,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,5,0,3,0,3,0,0,4,4,3
Evaya,Girl,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0
Omotola,Girl,0,0,3,0,0,0,0,0,0,0,4,0,5,5,3,9,3,0,0,6,3,5,3,0,0,0,3,0,0,0
Zayanah,Girl,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Shaima,Girl,3,8,7,7,5,4,9,6,5,12,8,12,15,9,6,7,4,4,7,10,6,6,4,7,0,0,3,0,0,6
Kimberlee,Girl,2,3,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angelia,Girl,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Ruh,Girl,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
Chanta,Girl,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Katie-Lou,Girl,1,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raeesah,Girl,3,9,15,16,10,13,11,18,15,23,23,14,11,19,12,13,11,8,4,3,0,6,3,6,6,5,8,0,4,0
Urvashi,Girl,3,4,3,5,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Ayishah,Girl,4,0,0,0,0,0,0,0,0,3,4,0,3,4,7,4,5,4,3,6,0,0,0,0,0,0,0,0,0,0
Phillippa,Girl,4,28,32,18,26,21,27,22,8,16,12,11,8,6,8,3,10,7,7,7,3,4,3,0,0,0,0,0,0,4
Elys,Girl,4,0,0,3,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
Naveen,Girl,3,3,0,0,0,3,0,0,3,7,3,3,0,3,4,0,8,0,5,3,0,0,0,0,0,0,0,0,0,0
Royal,Girl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,3,4,5,3,8
Maze,Girl,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4
Mahum,Girl,2,6,5,0,3,7,0,7,6,5,9,6,11,6,6,9,13,6,12,16,10,9,7,6,6,6,5,0,0,0
Ekampreet,Girl,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,5,4,0,7,0,0,0,0,0,0,0,0
Silva,Girl,3,0,0,0,0,0,4,0,3,0,0,0,3,0,0,4,4,7,9,6,6,3,6,0,0,0,0,0,0,0
Kaylei,Girl,3,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivyanna,Girl,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
Rian,Girl,2,6,7,7,6,0,6,4,0,4,0,0,0,0,0,6,0,4,0,3,3,0,0,0,0,0,0,0,0,0
Aadrika,Girl,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Izzey,Girl,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maddalena,Girl,1,4,5,0,0,5,3,3,0,5,4,4,0,5,6,5,4,3,5,7,0,4,0,4,0,0,0,3,4,5
Gulustan,Girl,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zubeida,Girl,1,0,0,0,0,0,4,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stella-Rose,Girl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
Natsuki,Girl,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cova,Girl,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Roshni,Girl,2,37,45,31,21,24,21,36,30,19,18,16,14,14,16,18,15,12,6,9,9,10,11,8,5,7,7,7,6,8
Sophelia,Girl,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Ysanne,Girl,1,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somayya,Girl,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tehani,Girl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Raaziyah,Girl,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Constanca,Girl,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,0,0
Anoush,Girl,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zora,Girl,0,0,0,0,3,0,5,0,0,5,5,4,5,4,4,0,3,7,0,4,11,4,6,17,11,20,28,15,21,13
Steisi,Girl,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0
Areej,Girl,0,4,0,5,11,8,10,11,8,8,14,10,16,13,14,9,15,13,13,13,16,19,17,14,15,8,7,7,8,12
Dishita,Girl,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
Monay,Girl,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neoma,Girl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Hollie,Girl,2,896,858,788,683,693,735,886,838,754,684,718,710,690,775,869,825,1062,733,673,589,495,354,336,299,252,225,195,155,132
Hilda,Girl,1,3,3,0,0,0,3,0,3,0,9,3,4,0,7,3,4,4,5,6,6,6,11,5,5,9,11,15,8,7
Zoe-Marie,Girl,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Safa-Noor,Girl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,6,5
Louanna,Girl,2,0,0,0,0,0,0,0,5,0,0,3,0,5,6,4,3,6,0,6,0,0,3,0,5,0,3,0,5,3
Rediet,Girl,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Rhiana,Girl,1,17,15,12,9,16,21,14,24,16,19,37,29,10,10,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Mickela,Girl,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holly-Louise,Girl,3,0,3,3,0,0,3,3,3,0,0,3,5,4,4,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Abbee,Girl,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hanvika,Girl,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,5,8
Zara-Mae,Girl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,0,5,0,0
Rubymay,Girl,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raeyah,Girl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,4,5,0
Layne,Girl,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,12,5,0,3
Taylor-Paige,Girl,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucinda,Girl,2,132,136,111,93,78,66,54,52,33,60,55,52,52,43,50,39,33,27,29,27,26,15,16,11,7,13,16,27,16
Lindy,Girl,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0
Cora-Leigh,Girl,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,3,0,0
Mahathi,Girl,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,3,0,0,3,0,0,0,0,0,3
Sajdah,Girl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Raqiya,Girl,1,0,0,3,4,0,0,3,0,0,0,0,3,0,4,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0
Aiyesha,Girl,4,0,0,0,4,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nivea,Girl,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armanda,Girl,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Alora-Leigh,Girl,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Nanako,Girl,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autumn-Grace,Girl,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,3,6,3,5,8
Yara,Girl,3,4,8,5,7,15,10,13,12,22,23,21,56,54,54,59,61,68,58,49,40,68,70,72,84,86,112,114,115,127
Lareb,Girl,1,3,3,5,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shameem,Girl,0,4,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zelina,Girl,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rameesah,Girl,3,0,0,0,0,0,11,7,6,4,7,5,5,5,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Jinora,Girl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Marilla,Girl,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Dakota-Rose,Girl,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,3,4,4,0,5
Nazeefa,Girl,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grace-May,Girl,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Faaiza,Girl,4,5,0,6,3,8,6,5,4,6,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiara,Girl,2,0,4,5,5,5,5,3,5,10,20,15,17,7,16,19,17,24,11,18,21,17,22,19,15,20,26,35,28,34
Kizzie,Girl,4,4,5,7,8,8,7,6,11,7,13,11,5,10,13,0,7,0,5,4,0,3,0,0,3,0,0,0,0,3
Leigh,Girl,1,125,105,114,86,69,69,53,44,47,35,23,23,26,14,10,14,6,7,7,3,5,3,4,5,5,3,0,0,0
Sonah,Girl,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kehlani,Girl,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,13,16,20,37,41,51,52
Kaniha,Girl,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shakela,Girl,2,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaidyn,Girl,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elidi,Girl,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Alilah,Girl,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,3,0,4,0
Aivah,Girl,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,5,10,10,6,0,0,4,5,0,0,0
Alayna-Noor,Girl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,4,0,0
Leilia,Girl,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Fabeeha,Girl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,8
Sameeah,Girl,1,0,0,0,0,0,4,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ita,Girl,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,4,0,0,5,3,0,5,7,4,0,5
Kian,Girl,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zahin,Girl,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaimee-Leigh,Girl,1,0,0,4,0,0,3,0,0,3,3,0,8,6,5,6,0,6,7,4,0,0,0,0,0,0,0,0,0,0
Khadijo,Girl,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amoura,Girl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,7,12,14
Tansy,Girl,3,12,6,9,5,10,8,5,7,10,12,9,11,6,10,12,3,10,8,7,5,5,7,3,4,0,5,4,6,6
Kallie,Girl,0,7,5,7,16,12,12,9,8,15,23,17,19,19,25,17,25,16,14,18,20,18,16,27,18,16,29,28,30,22
Shaiya,Girl,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karsu,Girl,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Elkie,Girl,3,3,3,0,6,0,4,3,6,10,4,6,6,5,8,8,8,4,5,5,3,7,11,7,8,6,13,4,7,8
Mah,Girl,2,0,0,0,0,0,3,0,4,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Ahavah,Girl,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Martell,Girl,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santanna,Girl,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,5,5,0,0,0,0,0,0,0,0
Alice-Marie,Girl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
Evie-Belle,Girl,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
Meilani,Girl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,3,4,5,6
Soraia,Girl,3,0,0,0,0,0,0,0,0,0,7,0,6,5,4,8,8,5,8,0,0,3,5,0,4,0,5,3,3,0
Nadhia,Girl,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaskiran,Girl,1,9,13,10,14,9,13,10,9,7,11,11,10,11,7,9,4,6,7,0,3,0,0,0,5,0,0,0,0,0
Zafeera,Girl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Amorelle,Girl,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Violet-Rose,Girl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,10,13,13,16,18,20,15,23,24,15,20,10,14
Ayeasha,Girl,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Constandina,Girl,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ciarah,Girl,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
River-May,Girl,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,4,5,9,5
Mary-,Girl,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amioluwa,Girl,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Chandani,Girl,2,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaylla,Girl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Viha,Girl,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,7,5,0,0,5,6,5,12,16
Thanya,Girl,2,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Riyanka,Girl,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Rejoice,Girl,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,4,0,4,0,0,0,0,3,0,3,6,4,6
Tiger,Girl,2,0,4,0,4,4,18,13,12,8,6,5,4,5,6,8,5,7,0,3,6,3,6,6,8,0,0,5,5,0
Renna,Girl,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,3,3
Libertie,Girl,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delilah-Ivy,Girl,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Rosaleen,Girl,1,0,3,4,3,0,0,0,0,0,6,0,3,0,0,0,0,0,0,3,0,3,5,8,3,5,0,3,3,0
Juwariyah,Girl,1,0,0,0,0,0,0,0,0,0,7,4,6,4,10,7,6,14,6,0,4,0,4,5,6,3,0,4,0,0
Chandra,Girl,2,0,0,3,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colbie,Girl,2,3,0,0,0,0,0,0,0,0,0,0,3,13,8,8,0,4,0,0,0,6,0,6,3,6,4,0,9,4
Tilly-Leigh,Girl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remi-Jane,Girl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Noorfatima,Girl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
Evelyne,Girl,1,3,0,0,0,0,0,4,0,0,4,5,9,4,7,6,8,9,8,10,16,12,19,32,29,20,20,17,13,13
Elsie-,Girl,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Tawnie,Girl,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abi-Louise,Girl,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wynter-Lily,Girl,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Adelie,Girl,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,4,5,4,3,4,9,6,5,10
Niusha,Girl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
